observed_override_rate,model_accuracy,implied_engagement
0.3010000000000001,0.43899999999999995,0.648125155202384
0.3010000000000001,0.43999999999999995,0.6492537313432838
0.3010000000000001,0.44099999999999995,0.65038624470471
0.3010000000000001,0.44199999999999995,0.651522715926111
0.3010000000000001,0.44299999999999995,0.652663165791448
0.3010000000000001,0.44399999999999995,0.6538076152304612
0.3010000000000001,0.44499999999999995,0.6549560853199501
0.3010000000000001,0.44599999999999995,0.6561085972850681
0.3010000000000001,0.44699999999999995,0.6572651725006298
0.3010000000000001,0.44799999999999995,0.6584258324924321
0.3010000000000001,0.44899999999999995,0.6595905989385902
0.3010000000000001,0.44999999999999996,0.6607594936708863
0.3010000000000001,0.45099999999999996,0.6619325386761351
0.3010000000000001,0.45199999999999996,0.6631097560975612
0.3010000000000001,0.45299999999999996,0.6642911682361927
0.3010000000000001,0.45399999999999996,0.6654767975522695
0.3010000000000001,0.45499999999999996,0.6666666666666669
0.3010000000000001,0.45599999999999996,0.6678607983623339
0.3010000000000001,0.45699999999999996,0.6690592155857475
0.3010000000000001,0.45799999999999996,0.6702619414483824
0.3010000000000001,0.45899999999999996,0.6714689992281967
0.3010000000000001,0.45999999999999996,0.6726804123711342
0.3010000000000001,0.46099999999999997,0.6738962044926416
0.3010000000000001,0.46199999999999997,0.6751163993792035
0.3010000000000001,0.46299999999999997,0.6763410209898939
0.3010000000000001,0.46399999999999997,0.6775700934579442
0.3010000000000001,0.46499999999999997,0.678803641092328
0.3010000000000001,0.46599999999999997,0.6800416883793645
0.3010000000000001,0.46699999999999997,0.6812842599843385
0.3010000000000001,0.46799999999999997,0.6825313807531384
0.3010000000000001,0.469,0.6837830757139118
0.3010000000000001,0.47,0.6850393700787404
0.3010000000000001,0.471,0.6863002892453328
0.3010000000000001,0.472,0.6875658587987358
0.3010000000000001,0.473,0.6888361045130644
0.3010000000000001,0.474,0.6901110523532525
0.3010000000000001,0.475,0.6913907284768214
0.3010000000000001,0.476,0.692675159235669
0.3010000000000001,0.477,0.6939643711778786
0.3010000000000001,0.478,0.6952583910495475
0.3010000000000001,0.479,0.6965572457966375
0.3010000000000001,0.48,0.6978609625668452
0.3010000000000001,0.481,0.6991695687114924
0.3010000000000001,0.482,0.7004830917874398
0.3010000000000001,0.483,0.7018015595590215
0.3010000000000001,0.484,0.7031250000000002
0.3010000000000001,0.485,0.7044534412955469
0.3010000000000001,0.486,0.7057869118442405
0.3010000000000001,0.487,0.7071254402600924
0.3010000000000001,0.488,0.7084690553745931
0.3010000000000001,0.489,0.709817786238782
0.3010000000000001,0.49,0.7111716621253409
0.3010000000000001,0.491,0.7125307125307128
0.3010000000000001,0.492,0.7138949671772431
0.3010000000000001,0.493,0.715264456015347
0.3010000000000001,0.494,0.7166392092257005
0.3010000000000001,0.495,0.7180192572214583
0.3010000000000001,0.496,0.7194046306504964
0.3010000000000001,0.497,0.7207953603976806
0.3010000000000001,0.498,0.7221914775871614
0.3010000000000001,0.499,0.7235930135846966
0.3010000000000001,0.5,0.7250000000000002
0.3010000000000001,0.501,0.726412468689118
0.3010000000000001,0.502,0.7278304517568324
0.3010000000000001,0.503,0.7292539815590949
0.3010000000000001,0.504,0.7306830907054874
0.3010000000000001,0.505,0.7321178120617114
0.3010000000000001,0.506,0.7335581787521083
0.3010000000000001,0.507,0.7350042241622081
0.3010000000000001,0.508,0.7364559819413096
0.3010000000000001,0.509,0.7379134860050894
0.3010000000000001,0.51,0.7393767705382439
0.3010000000000001,0.511,0.7408458699971617
0.3010000000000001,0.512,0.7423208191126283
0.3010000000000001,0.513,0.7438016528925624
0.3010000000000001,0.514,0.7452884066247861
0.3010000000000001,0.515,0.7467811158798286
0.3010000000000001,0.516,0.7482798165137619
0.3010000000000001,0.517,0.7497845446710719
0.3010000000000001,0.518,0.7512953367875651
0.3010000000000001,0.519,0.7528122295933085
0.3010000000000001,0.52,0.7543352601156073
0.3010000000000001,0.521,0.755864465682016
0.3010000000000001,0.522,0.7573998839233897
0.3010000000000001,0.523,0.7589415527769703
0.3010000000000001,0.524,0.7604895104895109
0.3010000000000001,0.525,0.7620437956204383
0.3010000000000001,0.526,0.7636044470450559
0.3010000000000001,0.5269999999999999,0.7651715039577839
0.3010000000000001,0.528,0.766745005875441
0.3010000000000001,0.5289999999999999,0.7683249926405654
0.3010000000000001,0.53,0.7699115044247791
0.3010000000000001,0.5309999999999999,0.7715045817321905
0.3010000000000001,0.532,0.7731042654028439
0.3010000000000001,0.5329999999999999,0.7747105966162068
0.3010000000000001,0.534,0.7763236168947059
0.3010000000000001,0.5349999999999999,0.7779433681073027
0.3010000000000001,0.536,0.7795698924731187
0.3010000000000001,0.5369999999999999,0.7812032325651005
0.3010000000000001,0.538,0.7828434313137377
0.3010000000000001,0.5389999999999999,0.7844905320108208
0.3010000000000001,0.54,0.7861445783132534
0.3010000000000001,0.5409999999999999,0.7878056142469063
0.3010000000000001,0.542,0.7894736842105267
0.3010000000000001,0.5429999999999999,0.791148832979691
0.3010000000000001,0.544,0.7928311057108145
0.3010000000000001,0.5449999999999999,0.7945205479452057
0.3010000000000001,0.546,0.7962172056131792
0.3010000000000001,0.5469999999999999,0.7979211250382149
0.3010000000000001,0.548,0.799632352941177
0.3010000000000001,0.5489999999999999,0.8013509364445811
0.3010000000000001,0.55,0.8030769230769235
0.3010000000000001,0.5509999999999999,0.8048103607770585
0.3010000000000001,0.552,0.8065512978986407
0.3010000000000001,0.5529999999999999,0.8082997832146177
0.3010000000000001,0.554,0.8100558659217881
0.3010000000000001,0.5549999999999999,0.8118195956454124
0.3010000000000001,0.556,0.8135910224438907
0.3010000000000001,0.5569999999999999,0.815370196813496
0.3010000000000001,0.558,0.8171571696931752
0.3010000000000001,0.5589999999999999,0.8189519924694072
0.3010000000000001,0.5599999999999999,0.8207547169811321
0.3010000000000001,0.5609999999999999,0.8225653955247402
0.3010000000000001,0.5619999999999999,0.8243840808591285
0.3010000000000001,0.563,0.8262108262108264
0.3010000000000001,0.564,0.828045685279188
0.3010000000000001,0.565,0.8298887122416536
0.3010000000000001,0.566,0.8317399617590825
0.3010000000000001,0.567,0.8335994889811564
0.3010000000000001,0.568,0.8354673495518568
0.3010000000000001,0.569,0.8373435996150147
0.3010000000000001,0.57,0.8392282958199361
0.3010000000000001,0.571,0.841121495327103
0.3010000000000001,0.572,0.8430232558139537
0.3010000000000001,0.573,0.8449336354807383
0.3010000000000001,0.574,0.8468526930564572
0.3010000000000001,0.575,0.8487804878048782
0.3010000000000001,0.576,0.850717079530639
0.3010000000000001,0.577,0.8526625285854299
0.3010000000000001,0.578,0.8546168958742636
0.3010000000000001,0.579,0.8565802428618317
0.3010000000000001,0.58,0.8585526315789475
0.3010000000000001,0.581,0.8605341246290803
0.3010000000000001,0.582,0.8625247851949772
0.3010000000000001,0.583,0.8645246770453795
0.3010000000000001,0.584,0.8665338645418329
0.3010000000000001,0.585,0.8685524126455909
0.3010000000000001,0.586,0.8705803869246168
0.3010000000000001,0.587,0.8726178535606823
0.3010000000000001,0.588,0.8746648793565686
0.3010000000000001,0.589,0.8767215317433662
0.3010000000000001,0.59,0.8787878787878792
0.3010000000000001,0.591,0.8808639892001352
0.3010000000000001,0.592,0.8829499323410015
0.3010000000000001,0.593,0.8850457782299087
0.3010000000000001,0.594,0.8871515975526856
0.3010000000000001,0.595,0.8892674616695062
0.3010000000000001,0.596,0.8913934426229511
0.3010000000000001,0.597,0.8935296131461832
0.3010000000000001,0.598,0.8956760466712427
0.3010000000000001,0.599,0.8978328173374617
0.3010000000000001,0.6,0.9000000000000001
0.3010000000000001,0.601,0.902177670238507
0.3010000000000001,0.602,0.9043659043659047
0.3010000000000001,0.603,0.9065647794373048
0.3010000000000001,0.604,0.9087743732590531
0.3010000000000001,0.605,0.910994764397906
0.3010000000000001,0.606,0.9132260321903434
0.3010000000000001,0.607,0.9154682567520172
0.3010000000000001,0.608,0.9177215189873421
0.3010000000000001,0.609,0.9199859005992249
0.3010000000000001,0.61,0.9222614840989405
0.3010000000000001,0.611,0.9245483528161533
0.3010000000000001,0.612,0.926846590909091
0.3010000000000001,0.613,0.9291562833748668
0.3010000000000001,0.614,0.9314775160599575
0.3010000000000001,0.615,0.9338103756708411
0.3010000000000001,0.616,0.9361549497847922
0.3010000000000001,0.617,0.9385113268608418
0.3010000000000001,0.618,0.9408795962509018
0.3010000000000001,0.619,0.9432598482110593
0.3010000000000001,0.62,0.9456521739130437
0.3010000000000001,0.621,0.9480566654558666
0.3010000000000001,0.622,0.9504734158776406
0.3010000000000001,0.623,0.9529025191675797
0.3010000000000001,0.624,0.9553440702781847
0.3010000000000001,0.625,0.9577981651376151
0.3010000000000001,0.626,0.9602649006622521
0.3010000000000001,0.627,0.9627443747694582
0.3010000000000001,0.628,0.9652366863905328
0.3010000000000001,0.629,0.9677419354838714
0.3010000000000001,0.63,0.9702602230483277
0.3010000000000001,0.631,0.9727916511367874
0.3010000000000001,0.632,0.9753363228699554
0.3010000000000001,0.633,0.9778943424503563
0.3010000000000001,0.634,0.9804658151765595
0.3010000000000001,0.635,0.9830508474576275
0.3010000000000001,0.636,0.9856495468277949
0.3010000000000001,0.637,0.9882620219613787
0.3010000000000001,0.638,0.9908883826879277
0.3010000000000001,0.639,0.9935287400076137
0.3010000000000001,0.6399999999999999,0.9961832061068704
0.3010000000000001,0.641,0.9988518943742828
0.20896521739130433,0.35,0.3633660589060308
0.20896521739130433,0.351,0.3639138862616936
0.20896521739130433,0.352,0.3644633679708894
0.20896521739130433,0.353,0.3650145115387866
0.20896521739130433,0.354,0.36556732451601964
0.20896521739130433,0.355,0.36612181449903425
0.20896521739130433,0.356,0.3666779891304347
0.20896521739130433,0.357,0.3672358560993356
0.20896521739130433,0.358,0.3677954231417159
0.20896521739130433,0.359,0.36835669804077675
0.20896521739130433,0.36,0.368919688627302
0.20896521739130433,0.361,0.36948440278002254
0.20896521739130433,0.362,0.370050848425984
0.20896521739130433,0.363,0.3706190335409176
0.20896521739130433,0.364,0.37118896614961405
0.20896521739130433,0.365,0.3717606543263021
0.20896521739130433,0.366,0.3723341061950293
0.20896521739130433,0.367,0.37290932993004705
0.20896521739130433,0.368,0.3734863337561988
0.20896521739130433,0.369,0.3740651259493122
0.20896521739130433,0.37,0.3746457148365949
0.20896521739130433,0.371,0.3752281087970338
0.20896521739130433,0.372,0.3758123162617979
0.20896521739130433,0.373,0.37639834571464537
0.20896521739130433,0.374,0.3769862056923345
0.20896521739130433,0.375,0.3775759047850376
0.20896521739130433,0.376,0.3781674516367599
0.20896521739130433,0.377,0.3787608549457618
0.20896521739130433,0.378,0.37935612346498493
0.20896521739130433,0.379,0.37995326600248325
0.20896521739130433,0.38,0.3805522914218566
0.20896521739130433,0.381,0.38115320864268964
0.20896521739130433,0.382,0.38175602664099484
0.20896521739130433,0.383,0.382360754449659
0.20896521739130433,0.384,0.38296740115889466
0.20896521739130433,0.385,0.3835759759166954
0.20896521739130433,0.386,0.38418648792929583
0.20896521739130433,0.38699999999999996,0.3847989464616359
0.20896521739130433,0.38799999999999996,0.3854133608378291
0.20896521739130433,0.38899999999999996,0.3860297404416365
0.20896521739130433,0.38999999999999996,0.38664809471694345
0.20896521739130433,0.39099999999999996,0.3872684331682428
0.20896521739130433,0.39199999999999996,0.38789076536112094
0.20896521739130433,0.39299999999999996,0.38851510092275077
0.20896521739130433,0.39399999999999996,0.38914144954238666
0.20896521739130433,0.39499999999999996,0.38976982097186696
0.20896521739130433,0.39599999999999996,0.390400225026119
0.20896521739130433,0.39699999999999996,0.3910326715836712
0.20896521739130433,0.39799999999999996,0.39166717058716805
0.20896521739130433,0.39899999999999997,0.3923037320438921
0.20896521739130433,0.39999999999999997,0.392942366026289
0.20896521739130433,0.40099999999999997,0.39358308267250014
0.20896521739130433,0.40199999999999997,0.3942258921868975
0.20896521739130433,0.40299999999999997,0.3948708048406271
0.20896521739130433,0.40399999999999997,0.39551783097215426
0.20896521739130433,0.40499999999999997,0.3961669809878179
0.20896521739130433,0.40599999999999997,0.3968182653623868
0.20896521739130433,0.407,0.3974716946396244
0.20896521739130433,0.408,0.39812727943285653
0.20896521739130433,0.409,0.39878503042554714
0.20896521739130433,0.41,0.39944495837187777
0.20896521739130433,0.411,0.4001070740973344
0.20896521739130433,0.412,0.4007713884992986
0.20896521739130433,0.413,0.40143791254764627
0.20896521739130433,0.414,0.40210665728535055
0.20896521739130433,0.415,0.40277763382909254
0.20896521739130433,0.416,0.40345085336987657
0.20896521739130433,0.417,0.40412632717365304
0.20896521739130433,0.418,0.4048040665819461
0.20896521739130433,0.419,0.40548408301248934
0.20896521739130433,0.42,0.4061663879598661
0.20896521739130433,0.421,0.4068509929961578
0.20896521739130433,0.422,0.40753790977159743
0.20896521739130433,0.423,0.4082271500152315
0.20896521739130433,0.424,0.4089187255355864
0.20896521739130433,0.425,0.40961264822134386
0.20896521739130433,0.426,0.4103089300420211
0.20896521739130433,0.427,0.41100758304866053
0.20896521739130433,0.428,0.4117086193745232
0.20896521739130433,0.429,0.41241205123579283
0.20896521739130433,0.43,0.41311789093228435
0.20896521739130433,0.431,0.41382615084816143
0.20896521739130433,0.432,0.4145368434526602
0.20896521739130433,0.433,0.41524998130082164
0.20896521739130433,0.434,0.41596557703423015
0.20896521739130433,0.435,0.4166836433817616
0.20896521739130433,0.436,0.4174041931603367
0.20896521739130433,0.437,0.41812723927568507
0.20896521739130433,0.43799999999999994,0.4188527947231143
0.20896521739130433,0.43899999999999995,0.41958087258828974
0.20896521739130433,0.43999999999999995,0.4203114860480206
0.20896521739130433,0.44099999999999995,0.4210446483710548
0.20896521739130433,0.44199999999999995,0.42178037291888243
0.20896521739130433,0.44299999999999995,0.42251867314654734
0.20896521739130433,0.44399999999999995,0.4232595626034677
0.20896521739130433,0.44499999999999995,0.42400305493426427
0.20896521739130433,0.44599999999999995,0.42474916387959855
0.20896521739130433,0.44699999999999995,0.42549790327701914
0.20896521739130433,0.44799999999999995,0.42624928706181714
0.20896521739130433,0.44899999999999995,0.42700332926789064
0.20896521739130433,0.44999999999999996,0.42776004402861845
0.20896521739130433,0.45099999999999996,0.4285194455777436
0.20896521739130433,0.45199999999999996,0.429281548250265
0.20896521739130433,0.45299999999999996,0.43004636648334005
0.20896521739130433,0.45399999999999996,0.43081391481719605
0.20896521739130433,0.45499999999999996,0.43158420789605184
0.20896521739130433,0.45599999999999996,0.4323572604690489
0.20896521739130433,0.45699999999999996,0.43313308739119283
0.20896521739130433,0.45799999999999996,0.43391170362430487
0.20896521739130433,0.45899999999999996,0.43469312423798373
0.20896521739130433,0.45999999999999996,0.43547736441057805
0.20896521739130433,0.46099999999999997,0.4362644394301686
0.20896521739130433,0.46199999999999997,0.4370543646955621
0.20896521739130433,0.46299999999999997,0.4378471557172954
0.20896521739130433,0.46399999999999997,0.43864282811865085
0.20896521739130433,0.46499999999999997,0.4394413976366822
0.20896521739130433,0.46599999999999997,0.4402428801232525
0.20896521739130433,0.46699999999999997,0.44104729154608274
0.20896521739130433,0.46799999999999997,0.44185464798981255
0.20896521739130433,0.469,0.44266496565707186
0.20896521739130433,0.47,0.4434782608695651
0.20896521739130433,0.471,0.4442945500691672
0.20896521739130433,0.472,0.44511384981903135
0.20896521739130433,0.473,0.4459361768047092
0.20896521739130433,0.474,0.4467615478352837
0.20896521739130433,0.475,0.4475899798445147
0.20896521739130433,0.476,0.4484214898919966
0.20896521739130433,0.477,0.4492560951643295
0.20896521739130433,0.478,0.45009381297630346
0.20896521739130433,0.479,0.45093466077209576
0.20896521739130433,0.48,0.4517786561264821
0.20896521739130433,0.481,0.4526258167460603
0.20896521739130433,0.482,0.4534761604704893
0.20896521739130433,0.483,0.45432970527374106
0.20896521739130433,0.484,0.4551864692653672
0.20896521739130433,0.485,0.45604647069177956
0.20896521739130433,0.486,0.4569097279375455
0.20896521739130433,0.487,0.4577762595266982
0.20896521739130433,0.488,0.45864608412406166
0.20896521739130433,0.489,0.4595192205365905
0.20896521739130433,0.49,0.4603956877147256
0.20896521739130433,0.491,0.46127550475376544
0.20896521739130433,0.492,0.46215869089525247
0.20896521739130433,0.493,0.46304526552837577
0.20896521739130433,0.494,0.4639352481913902
0.20896521739130433,0.495,0.4648286585730517
0.20896521739130433,0.496,0.46572551651406924
0.20896521739130433,0.497,0.46662584200857316
0.20896521739130433,0.498,0.46752965520560136
0.20896521739130433,0.499,0.4684369764106024
0.20896521739130433,0.5,0.4693478260869564
0.20896521739130433,0.501,0.47026222485751273
0.20896521739130433,0.502,0.471180193506147
0.20896521739130433,0.503,0.4721017529793358
0.20896521739130433,0.504,0.47302692438775
0.20896521739130433,0.505,0.4739557290078663
0.20896521739130433,0.506,0.4748881882835984
0.20896521739130433,0.507,0.4758243238279479
0.20896521739130433,0.508,0.4767641574246736
0.20896521739130433,0.509,0.47770771102998116
0.20896521739130433,0.51,0.47865500677423317
0.20896521739130433,0.511,0.4796060669636795
0.20896521739130433,0.512,0.4805609140822079
0.20896521739130433,0.513,0.4815195707931158
0.20896521739130433,0.514,0.48248205994090326
0.20896521739130433,0.515,0.48344840455308813
0.20896521739130433,0.516,0.4844186278420422
0.20896521739130433,0.517,0.4853927532068496
0.20896521739130433,0.518,0.486370804235188
0.20896521739130433,0.519,0.487352804705233
0.20896521739130433,0.52,0.48833877858758473
0.20896521739130433,0.521,0.4893287500472179
0.20896521739130433,0.522,0.4903227434454565
0.20896521739130433,0.523,0.4913207833419724
0.20896521739130433,0.524,0.49232289449680744
0.20896521739130433,0.525,0.4933291018724214
0.20896521739130433,0.526,0.4943394306357646
0.20896521739130433,0.5269999999999999,0.4953539061603761
0.20896521739130433,0.528,0.4963725540285086
0.20896521739130433,0.5289999999999999,0.4973954000332773
0.20896521739130433,0.53,0.4984224701808387
0.20896521739130433,0.5309999999999999,0.49945379069259316
0.20896521739130433,0.532,0.500489388007418
0.20896521739130433,0.5329999999999999,0.5015292887839249
0.20896521739130433,0.534,0.5025735199027493
0.20896521739130433,0.5349999999999999,0.5036221084688652
0.20896521739130433,0.536,0.5046750818139317
0.20896521739130433,0.5369999999999999,0.505732467498666
0.20896521739130433,0.538,0.5067942933152499
0.20896521739130433,0.5389999999999999,0.5078605872897635
0.20896521739130433,0.54,0.5089313776846516
0.20896521739130433,0.5409999999999999,0.5100066930012203
0.20896521739130433,0.542,0.5110865619821667
0.20896521739130433,0.5429999999999999,0.5121710136141384
0.20896521739130433,0.544,0.5132600771303291
0.20896521739130433,0.5449999999999999,0.5143537820131029
0.20896521739130433,0.546,0.5154521579966576
0.20896521739130433,0.5469999999999999,0.5165552350697166
0.20896521739130433,0.548,0.5176630434782609
0.20896521739130433,0.5489999999999999,0.5187756137282907
0.20896521739130433,0.55,0.5198929765886287
0.20896521739130433,0.5509999999999999,0.5210151630937535
0.20896521739130433,0.552,0.5221422045466759
0.20896521739130433,0.5529999999999999,0.5232741325218466
0.20896521739130433,0.554,0.5244109788681078
0.20896521739130433,0.5549999999999999,0.5255527757116775
0.20896521739130433,0.556,0.5266995554591781
0.20896521739130433,0.5569999999999999,0.5278513508007007
0.20896521739130433,0.558,0.5290081947129128
0.20896521739130433,0.5589999999999999,0.5301701204622037
0.20896521739130433,0.5599999999999999,0.531337161607875
0.20896521739130433,0.5609999999999999,0.5325093520053712
0.20896521739130433,0.5619999999999999,0.5336867258095525
0.20896521739130433,0.563,0.5348693174780129
0.20896521739130433,0.564,0.5360571617744425
0.20896521739130433,0.565,0.5372502937720327
0.20896521739130433,0.566,0.538448748856929
0.20896521739130433,0.567,0.5396525627317288
0.20896521739130433,0.568,0.5408617714190278
0.20896521739130433,0.569,0.5420764112650122
0.20896521739130433,0.57,0.5432965189431007
0.20896521739130433,0.571,0.5445221314576355
0.20896521739130433,0.572,0.5457532861476236
0.20896521739130433,0.573,0.5469900206905286
0.20896521739130433,0.574,0.548232373106114
0.20896521739130433,0.575,0.5494803817603392
0.20896521739130433,0.576,0.5507340853693099
0.20896521739130433,0.577,0.551993523003281
0.20896521739130433,0.578,0.5532587340907149
0.20896521739130433,0.579,0.5545297584223968
0.20896521739130433,0.58,0.5558066361556061
0.20896521739130433,0.581,0.5570894078183458
0.20896521739130433,0.582,0.5583781143136296
0.20896521739130433,0.583,0.5596727969238301
0.20896521739130433,0.584,0.5609734973150873
0.20896521739130433,0.585,0.562280257541778
0.20896521739130433,0.586,0.5635931200510484
0.20896521739130433,0.587,0.56491212768741
0.20896521739130433,0.588,0.5662373236974004
0.20896521739130433,0.589,0.5675687517343108
0.20896521739130433,0.59,0.5689064558629775
0.20896521739130433,0.591,0.5702504805646449
0.20896521739130433,0.592,0.5716008707418954
0.20896521739130433,0.593,0.5729576717236496
0.20896521739130433,0.594,0.574320929270239
0.20896521739130433,0.595,0.5756906895785496
0.20896521739130433,0.596,0.5770669992872414
0.20896521739130433,0.597,0.5784499054820414
0.20896521739130433,0.598,0.579839455701113
0.20896521739130433,0.599,0.5812356979405033
0.20896521739130433,0.6,0.58263868065967
0.20896521739130433,0.601,0.5840484527870871
0.20896521739130433,0.602,0.5854650637259332
0.20896521739130433,0.603,0.5868885633598621
0.20896521739130433,0.604,0.5883190020588589
0.20896521739130433,0.605,0.5897564306851808
0.20896521739130433,0.606,0.5912009005993853
0.20896521739130433,0.607,0.592652463666448
0.20896521739130433,0.608,0.5941111722619701
0.20896521739130433,0.609,0.5955770792784784
0.20896521739130433,0.61,0.5970502381318175
0.20896521739130433,0.611,0.5985307027676383
0.20896521739130433,0.612,0.6000185276679839
0.20896521739130433,0.613,0.6015137678579718
0.20896521739130433,0.614,0.6030164789125779
0.20896521739130433,0.615,0.6045267169635217
0.20896521739130433,0.616,0.6060445387062564
0.20896521739130433,0.617,0.6075700014070633
0.20896521739130433,0.618,0.6091031629102536
0.20896521739130433,0.619,0.61064408164548
0.20896521739130433,0.62,0.6121928166351605
0.20896521739130433,0.621,0.6137494275020134
0.20896521739130433,0.622,0.6153139744767091
0.20896521739130433,0.623,0.6168865184056382
0.20896521739130433,0.624,0.6184671207588005
0.20896521739130433,0.625,0.620055843637814
0.20896521739130433,0.626,0.6216527497840483
0.20896521739130433,0.627,0.6232579025868843
0.20896521739130433,0.628,0.6248713660921017
0.20896521739130433,0.629,0.626493205010398
0.20896521739130433,0.63,0.6281234847260385
0.20896521739130433,0.631,0.6297622713056441
0.20896521739130433,0.632,0.6314096315071162
0.20896521739130433,0.633,0.633065632788701
0.20896521739130433,0.634,0.6347303433181981
0.20896521739130433,0.635,0.6364038319823138
0.20896521739130433,0.636,0.6380861683961643
0.20896521739130433,0.637,0.6397774229129282
0.20896521739130433,0.638,0.6414776666336536
0.20896521739130433,0.639,0.6431869714172225
0.20896521739130433,0.6399999999999999,0.6449054098904744
0.20896521739130433,0.641,0.6466330554584934
0.20896521739130433,0.6419999999999999,0.6483699823150585
0.20896521739130433,0.643,0.6501162654532678
0.20896521739130433,0.6439999999999999,0.6518719806763281
0.20896521739130433,0.645,0.6536372046085274
0.20896521739130433,0.6459999999999999,0.6554120147063781
0.20896521739130433,0.647,0.6571964892699507
0.20896521739130433,0.6479999999999999,0.6589907074543848
0.20896521739130433,0.649,0.660794749281597
0.20896521739130433,0.6499999999999999,0.6626086956521736
0.20896521739130433,0.651,0.6644326283574687
0.20896521739130433,0.6519999999999999,0.6662666300918938
0.20896521739130433,0.653,0.6681107844654184
0.20896521739130433,0.6539999999999999,0.6699651760162738
0.20896521739130433,0.655,0.6718298902238741
0.20896521739130433,0.6559999999999999,0.6737050135219469
0.20896521739130433,0.657,0.6755906333118926
0.20896521739130433,0.6579999999999999,0.6774868379763604
0.20896521739130433,0.659,0.6793937168930614
